px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
50.6213	19.0572	3.57947	0.912285	0.398849	50.6228	19.0721	50.7276	18.8172	2.61569	1.16454	1.19879
50.5103	19.0344	3.56379	0.91118	0.380558	50.5737	18.7834	50.7276	18.8172	2.61569	1.16454	0.0690976
53.7137	19.9117	2.27576	0.117928	-0.38795	53.7268	19.8982	53.3577	19.9486	2.59372	1.07716	2.33286
53.5912	19.8294	2.8248	0.149419	-0.29379	53.5277	19.862	53.3577	19.9486	2.59372	1.07716	0.64282
56.0314	21.0802	3.22267	0.585543	0.158079	56.0322	21.0923	55.9669	20.9874	2.56561	0.978022	0.722892
55.8835	21.0592	2.99288	0.611156	0.191759	55.867	20.985	55.9669	20.9874	2.56561	0.978022	0.134721
58.6547	21.7891	3.43179	0.0841479	-0.261264	58.6632	21.7821	58.5484	21.9225	2.53033	0.869205	0.669699
58.6528	21.7861	3.18896	0.052291	-0.303831	58.5799	21.9815	58.5484	21.9225	2.53033	0.869205	0.0687751
60.875	22.7781	2.51503	0.435055	0.139567	60.8722	22.7876	61.0941	22.7449	2.48697	0.753031	0.6201
60.751	22.7626	2.7962	0.412575	0.117085	60.7648	22.6398	61.0941	22.7449	2.48697	0.753031	0.137556
63.3766	23.4113	3.44892	0.140232	-0.128656	63.3821	23.4069	63.5955	23.4479	2.43482	0.631987	0.234597
63.708	23.5605	2.85551	0.0960419	-0.186692	63.7478	23.7442	63.5955	23.4479	2.43482	0.631987	0.75034
66.337	23.9911	3.54454	0.200307	-0.00168685	66.3403	23.9959	66.0431	24.0276	2.37349	0.508655	0.167695
65.9818	23.9163	2.63106	0.19199	-0.0526984	65.8838	23.9541	66.0431	24.0276	2.37349	0.508655	1.20745
68.2601	24.356	3.09148	0.244464	0.0135902	68.262	24.3582	68.4273	24.4824	2.30293	0.385623	0.040731
68.6159	24.4862	2.76224	0.254311	0.0105293	68.6759	24.6059	68.4273	24.4824	2.30293	0.385623	0.612279
70.8268	24.8852	2.87152	0.19594	-0.032506	70.8275	24.8844	70.7384	24.8137	2.22347	0.265395	0.00662135
70.7111	24.8384	2.44926	0.191024	-0.0471004	70.7403	24.6728	70.7384	24.8137	2.22347	0.265395	0.159896
72.8901	24.7178	2.75758	-0.129974	-0.218948	72.8923	24.7135	72.9675	25.025	2.13584	0.150292	0.0937834
73.0905	24.7837	2.59112	-0.147217	-0.254387	73.0732	25.0343	72.9675	25.025	2.13584	0.150292	0.239012
75.0016	25.2484	2.0384	0.305958	0.182822	75.0021	25.2595	75.1062	25.1224	2.04114	0.0423626	0.608434
74.9546	25.2401	2.14377	0.31195	0.185523	74.9748	25.1377	75.1062	25.1224	2.04114	0.0423626	0.0304952
77.1153	24.9458	2.51046	-0.406368	-0.373757	77.1225	24.9297	77.1475	25.1137	1.9408	-0.0566978	0.885395
77.2026	24.9821	2.36972	-0.439334	-0.403613	77.1386	25.2948	77.1475	25.1137	1.9408	-0.0566978	0.0908045
79.1016	25.02	1.65309	0.0297077	0.162068	79.1089	25.0369	79.0861	25.0086	1.83649	-0.145607	1.23471
79.1459	25.0122	1.86409	0.0734662	0.193985	79.1718	24.9698	79.0861	25.0086	1.83649	-0.145607	0.109948
80.8061	24.8746	2.09629	-0.00471053	0.0298199	80.8074	24.8688	80.9183	24.8178	1.73008	-0.223536	0.0907596
81.0038	24.9507	1.77515	-0.0280983	-0.0184206	81.1423	24.8704	80.9183	24.8178	1.73008	-0.223536	0.53932
82.6195	24.6412	2.2305	-0.146814	-0.0791662	82.6216	24.6393	82.6423	24.5525	1.6235	-0.29012	0.0336728
82.5755	24.6249	1.92234	-0.221944	-0.186336	82.5085	24.8114	82.6423	24.5525	1.6235	-0.29012	0.234809
84.1698	24.5421	2.09977	0.0324637	0.0795407	84.1733	24.5504	84.2584	24.2245	1.51869	-0.345444	0.240797
84.2046	24.5468	1.82062	-0.00973084	0.0233995	84.2898	24.3312	84.2584	24.2245	1.51869	-0.345444	0.22339
85.6384	23.8191	1.81751	-0.531577	-0.30601	85.6378	23.808	85.7688	23.8451	1.41749	-0.390006	0.311942
85.8516	23.8766	1.95584	-0.495874	-0.251334	85.9743	23.7547	85.7688	23.8451	1.41749	-0.390006	0.32358
86.9426	23.5168	1.09496	-0.285498	0.0243448	86.9449	23.527	87.1776	23.4252	1.32159	-0.424654	0.352376
87.4163	23.5217	1.29921	-0.215235	0.0846795	87.6171	23.5127	87.1776	23.4252	1.32159	-0.424654	1.45998
88.8212	22.7984	2.16189	-0.528502	-0.157043	88.8227	22.7869	88.4904	22.9745	1.23248	-0.450514	0.25924
88.6209	22.7541	2.00992	-0.601396	-0.240952	88.4191	22.9498	88.4904	22.9745	1.23248	-0.450514	0.629638
89.496	22.2982	0.736544	-0.469214	-0.0226421	89.4967	22.3082	89.7145	22.5017	1.15138	-0.468904	0.361871
89.7212	22.2765	1.00439	-0.387943	0.0567784	89.7821	22.4826	89.7145	22.5017	1.15138	-0.468904	0.59431
90.5158	21.6769	1.29198	-0.588389	-0.10061	90.5133	21.6677	90.858	22.0141	1.07929	-0.481241	0.0872141
90.7197	21.703	1.47538	-0.490913	-0.0118414	90.8419	22.0974	90.858	22.0141	1.07929	-0.481241	1.04958
91.7151	21.1116	1.54978	-0.336283	0.0832218	91.7178	21.1152	91.9302	21.5174	1.01698	-0.488964	0.038236
91.9873	21.1458	1.36982	-0.433104	-0.0380714	92.0492	21.5289	91.9302	21.5174	1.01698	-0.488964	0.904453
92.8566	20.9445	1.09798	-0.104206	0.179647	92.8599	20.9537	92.9411	21.016	0.964993	-0.493443	0.164283
93.1491	20.9535	1.06451	-0.0905063	0.179196	93.3186	21.0712	92.9411	21.016	0.964993	-0.493443	1.02817
93.475	20.2464	0.0961129	-0.863565	-0.374278	93.4668	20.2155	93.9011	20.513	0.92369	-0.495919	1.05043
93.675	20.3027	1.13662	-0.812399	-0.295113	93.7423	20.5071	93.9011	20.513	0.92369	-0.495919	3.1681
95.2928	19.6406	2.62483	0.0903383	0.377181	95.3229	19.6585	94.8209	20.01	0.893308	-0.497439	1.65286
94.9533	19.8593	1.41945	0.0346194	0.303043	94.494	19.8854	94.8209	20.01	0.893308	-0.497439	6.11463
95.5078	19.7037	0.612203	0.146571	0.195334	95.5039	19.6984	95.7116	19.5078	0.87398	-0.498816	0.113402
95.5613	19.7281	0.839528	0.134659	0.193701	95.6097	19.5804	95.7116	19.5078	0.87398	-0.498816	0.0843826
96.2579	19.2035	0.901512	-0.877484	-0.464219	96.2641	19.1597	96.5842	19.0065	0.865773	-0.500589	1.35195
96.3715	19.2502	1.15517	-0.726294	-0.314901	96.559	18.8688	96.5842	19.0065	0.865773	-0.500589	0.437733
97.508	18.7115	1.95691	-0.306508	0.098436	97.5286	18.727	97.45	18.506	0.868716	-0.503009	0.864879
97.4427	18.7197	1.61819	-0.493219	-0.121544	97.5333	18.1735	97.45	18.506	0.868716	-0.503009	0.757911
98.2098	18.3679	1.0523	-0.307201	0.0470929	98.2105	18.3739	98.3198	18.0049	0.882805	-0.506023	0.118602
98.335	18.3598	0.977426	-0.322105	0.0277194	98.4162	18.1556	98.3198	18.0049	0.882805	-0.506023	0.100505
99.0446	17.3844	1.31526	-1.15211	-0.472277	99.0363	17.357	99.2049	17.503	0.908006	-0.509278	0.792125
99.0119	17.4253	1.44544	-0.709413	0.00693223	98.9782	17.2949	99.2049	17.503	0.908006	-0.509278	1.00075
99.9835	16.9716	1.11305	-0.33209	0.230469	99.9969	16.9882	100.117	17.0001	0.944242	-0.512134	0.42039
100.154	16.983	1.0551	-0.318144	0.224545	100.441	16.9521	100.117	17.0001	0.944242	-0.512134	1.39801
101.202	16.5392	1.66134	-0.171039	0.17781	101.204	16.5368	101.065	16.497	0.991362	-0.513687	0.0468328
101.159	16.5282	1.30775	-0.28434	0.0521413	101.169	16.4353	101.065	16.497	0.991362	-0.513687	0.420342
102.381	16.391	1.89702	0.132595	0.258113	102.387	16.3992	102.063	15.9949	1.04911	-0.512803	0.177711
102.114	16.3744	1.29452	0.136983	0.25999	102.081	15.8359	102.063	15.9949	1.04911	-0.512803	1.24786
103.001	15.394	0.750248	-1.14585	-0.626829	103.003	15.353	103.119	15.4967	1.11708	-0.508169	2.24863
102.846	15.3935	1.52768	-0.693943	-0.138318	102.776	15.1195	103.119	15.4967	1.11708	-0.508169	2.40253
104.096	15.2508	1.41941	-0.0196626	0.323926	104.114	15.2708	104.244	15.0064	1.19469	-0.498349	1.15888
103.949	15.2701	1.34155	-0.038025	0.309356	103.905	14.7607	104.244	15.0064	1.19469	-0.498349	0.363522
105.538	14.4674	2.2061	-0.753298	-0.294417	105.541	14.4412	105.447	14.5293	1.28111	-0.481861	1.06763
105.366	14.4062	2.12293	-0.781659	-0.328063	105.316	14.0026	105.447	14.5293	1.28111	-0.481861	0.347955
106.817	14.0318	1.13834	-0.318876	0.157898	106.831	14.0482	106.737	14.0724	1.37529	-0.457255	1.28425
106.601	14.0645	1.4737	-0.243838	0.235297	106.439	14.2401	106.737	14.0724	1.37529	-0.457255	0.932204
108.08	13.6617	2.19142	-0.0670626	0.199532	108.084	13.6604	108.122	13.644	1.47592	-0.423202	0.0636965
108.104	13.6657	1.79917	-0.0966638	0.149731	108.131	13.6844	108.122	13.644	1.47592	-0.423202	0.292481
109.534	13.5704	1.94403	0.0956168	0.175121	109.534	13.5714	109.606	13.2536	1.58144	-0.378583	0.00461241
109.392	13.5424	1.64369	0.092137	0.171329	109.388	13.1556	109.606	13.2536	1.58144	-0.378583	0.229704
111.058	12.6095	2.08281	-0.962164	-0.567794	111.063	12.5814	111.196	12.9118	1.69008	-0.322574	1.5401
111.322	12.6951	2.56154	-0.742978	-0.276087	111.426	12.9557	111.196	12.9118	1.69008	-0.322574	1.03681
112.902	12.4697	0.908819	-0.281769	0.17426	112.913	12.4877	112.893	12.6299	1.7999	-0.254723	1.51565
112.882	12.4399	1.73766	-0.179589	0.271521	112.797	12.8241	112.893	12.6299	1.7999	-0.254723	1.75893
114.794	12.5422	2.78067	0.434702	0.483728	114.801	12.5506	114.699	12.4195	1.90891	-0.175007	0.27267
114.85	12.5653	2.26973	0.503816	0.542286	114.916	12.3187	114.699	12.4195	1.90891	-0.175007	0.411335
116.679	12.1255	1.05283	-0.169145	-0.211438	116.687	12.1035	116.611	12.2921	2.01507	-0.0838683	1.98127
116.817	12.218	2.04013	0.00364805	0.0386568	116.871	12.0659	116.611	12.2921	2.01507	-0.0838683	1.89889
118.949	12.0046	2.87314	-0.128182	-0.060367	118.953	12.0009	118.628	12.2586	2.11648	0.0177712	0.12224
118.906	11.9972	2.45746	-0.167757	-0.111537	118.85	12.4063	118.628	12.2586	2.11648	0.0177712	0.201507
120.695	12.2834	2.12597	0.236847	0.207491	120.695	12.2918	120.743	12.3289	2.21139	0.128528	0.309349
120.876	12.2813	2.29173	0.225346	0.194187	120.934	12.1905	120.743	12.3289	2.21139	0.128528	0.152511
123.56	12.8317	3.87678	0.192621	0.0517672	123.568	12.8297	122.95	12.5114	2.29835	0.246599	0.383384
123.244	12.76	2.74026	0.169859	0.0684847	123.142	12.7694	122.95	12.5114	2.29835	0.246599	1.46518
124.897	12.7783	1.9723	-0.00709437	-0.0818842	124.894	12.7743	125.242	12.8125	2.37624	0.369827	0.14008
125.307	12.8117	2.65209	0.0320683	-0.0463461	125.376	12.9964	125.242	12.8125	2.37624	0.369827	0.757649
127.849	13.3215	3.40656	0.332113	0.171482	127.853	13.3273	127.609	13.2365	2.44434	0.495787	0.210194
127.565	13.3036	2.88233	0.368685	0.220591	127.506	13.153	127.609	13.2365	2.44434	0.495787	0.453681
129.944	13.7023	2.99862	0.11144	-0.0818048	129.947	13.6963	130.042	13.7853	2.50232	0.621879	0.271967
130.256	13.7864	2.64319	0.0869801	-0.0985811	130.334	13.781	130.042	13.7853	2.50232	0.621879	0.481073
132.094	14.4999	2.2883	0.418688	0.172348	132.092	14.507	132.53	14.458	2.55028	0.74543	0.221838
132.359	14.4989	2.81924	0.39177	0.132213	132.447	14.3423	132.53	14.458	2.55028	0.74543	0.413987
135.066	15.0519	3.69459	0.0697694	-0.155082	135.074	15.0475	135.066	15.2513	2.58865	0.863795	0.352702
135.075	15.0472	2.95829	0.0308917	-0.197429	135.127	14.6575	135.066	15.2513	2.58865	0.863795	0.644689
137.56	16.2028	3.13058	0.634901	0.307295	137.561	16.2147	137.639	16.1592	2.61821	0.974442	0.707396
137.667	16.1955	3.39135	0.602987	0.259975	137.653	16.5145	137.639	16.1592	2.61821	0.974442	0.0758767
140.327	17.0155	2.99244	0.224083	-0.149576	140.331	17.008	140.242	17.1733	2.63994	1.07503	0.564014
140.361	17.03	3.05207	0.218466	-0.155082	140.305	17.5379	140.242	17.1733	2.63994	1.07503	0.0228624
142.888	17.9874	3.35395	0.365091	0.0369672	142.888	17.9918	142.868	18.2829	2.65497	1.16346	0.113014
142.69	17.9788	3.13486	0.376116	0.0536805	142.626	18.1458	142.868	18.2829	2.65497	1.16346	0.140173
145.388	19.1612	3.92013	0.375708	0.0185829	145.392	19.1617	145.51	19.4754	2.66445	1.23795	0.0833366
145.734	19.228	3.37562	0.419794	0.103427	145.789	19.3785	145.51	19.4754	2.66445	1.23795	0.693078
148.249	20.4759	3.60813	0.436253	0.0480959	148.251	20.4754	148.163	20.7364	2.66951	1.29702	0.017141
148.215	20.4695	3.20226	0.47061	0.113701	148.146	20.9376	148.163	20.7364	2.66951	1.29702	0.181473
150.683	22.1127	3.92088	0.596829	0.120804	150.686	22.1142	150.825	22.0502	2.67111	1.33953	0.0628427
150.619	22.098	3.68149	0.648326	0.205676	150.649	21.8148	150.825	22.0502	2.67111	1.33953	0.101516
153.417	23.4953	3.63289	0.393587	-0.0884769	153.422	23.4909	153.491	23.3999	2.66999	1.3647	0.315414
153.383	23.4778	3.21571	0.455921	-0.00404606	153.466	22.9115	153.491	23.3999	2.66999	1.3647	0.262199
156.043	24.808	3.84814	0.399548	-0.037945	156.047	24.8084	156.159	24.7682	2.66666	1.37208	0.0560339
156.044	24.8116	3.09416	0.444198	0.0577037	156.009	25.0678	156.159	24.7682	2.66666	1.37208	0.540797
158.898	26.0312	4.21864	0.315002	-0.062652	158.905	26.0308	158.827	26.1372	2.66127	1.36157	0.213381
159.007	26.0555	3.4731	0.354081	0.0141351	159.014	26.1903	158.827	26.1372	2.66127	1.36157	0.685406
161.413	27.4239	3.41514	0.52271	0.11209	161.412	27.4256	161.493	27.4891	2.65371	1.33344	0.028114
161.568	27.4578	3.15573	0.537413	0.144135	161.529	27.8454	161.493	27.4891	2.65371	1.33344	0.107327
163.624	28.7702	3.02933	0.529595	0.0474791	163.625	28.7683	164.155	28.8064	2.64354	1.28825	0.0283596
164.091	28.9147	3.13706	0.51377	0.0280052	164.116	29.315	164.155	28.8064	2.64354	1.28825	0.619044
166.822	30.2071	4.01062	0.333847	-0.105346	166.828	30.2062	166.809	30.0721	2.63006	1.22694	0.163028
166.69	30.1694	3.24158	0.389564	-0.0121159	166.748	29.7121	166.809	30.0721	2.63006	1.22694	0.818983
169.097	31.3709	3.3841	0.431495	0.0223063	169.097	31.3717	169.452	31.2706	2.61238	1.15075	0.00583162
169.197	31.3935	3.11254	0.440673	0.0451077	169.345	30.7063	169.452	31.2706	2.61238	1.15075	0.0988966
172.168	32.3423	4.22592	0.162939	-0.161492	172.175	32.3404	172.079	32.3873	2.58945	1.06126	0.30077
172.186	32.3395	3.24602	0.13806	-0.190709	172.135	32.6666	172.079	32.3873	2.58945	1.06126	1.00081
174.644	33.4547	3.1755	0.511	0.167136	174.643	33.4625	174.685	33.4095	2.56021	0.960341	0.357066
174.577	33.453	2.95651	0.528556	0.189307	174.474	33.9157	174.685	33.4095	2.56021	0.960341	0.040607
177.025	34.2067	3.12407	0.206996	-0.140007	177.03	34.2009	177.261	34.3262	2.52363	0.850119	0.339584
177.111	34.2343	2.77736	0.20319	-0.142367	177.211	33.8467	177.261	34.3262	2.52363	0.850119	0.203149
180.139	35.1373	4.20756	0.331983	0.0282721	180.145	35.1423	179.799	35.1289	2.47883	0.732949	0.363171
179.72	35.1006	2.91428	0.397025	0.113431	179.543	35.4767	179.799	35.1289	2.47883	0.732949	1.4674
182.592	35.757	3.90699	0.0797489	-0.160147	182.599	35.753	182.292	35.8114	2.42515	0.611338	0.355085
182.247	35.6492	2.86228	0.00285799	-0.246939	182.047	36.2626	182.292	35.8114	2.42515	0.611338	1.18305
184.73	36.5046	3.13474	0.469324	0.204861	184.732	36.5155	184.73	36.37	2.36226	0.487877	0.59339
184.754	36.5081	2.57116	0.537952	0.282389	184.833	36.1451	184.73	36.37	2.36226	0.487877	0.214241
186.939	36.9501	2.56145	0.119961	-0.166309	186.946	36.9404	187.103	36.804	2.29017	0.365145	0.61412
187.185	37.0625	2.5963	0.115358	-0.168264	187.296	36.9375	187.103	36.804	2.29017	0.365145	0.327026
189.463	37.402	3.01162	0.129746	-0.0547979	189.465	37.4052	189.401	37.1147	2.20928	0.245623	0.0596762
189.605	37.4108	2.47032	0.142477	-0.0536287	189.738	36.951	189.401	37.1147	2.20928	0.245623	0.273059
191.734	37.5634	2.78182	0.0539117	-0.0752294	191.735	37.5631	191.615	37.3064	2.12037	0.131591	0.0142244
191.629	37.5407	2.35571	0.0555853	-0.0862171	191.682	37.1147	191.615	37.3064	2.12037	0.131591	0.167687
193.471	37.2813	2.34585	-0.171631	-0.173912	193.471	37.2789	193.738	37.3853	2.02462	0.0250452	0.0216271
193.554	37.2953	2.30344	-0.173394	-0.179616	193.555	37.4234	193.738	37.3853	2.02462	0.0250452	0.0336918
195.984	37.3908	3.39331	0.205644	0.165771	195.991	37.3991	195.762	37.3598	1.92349	-0.072386	0.533793
195.613	37.3878	2.31522	0.222349	0.199113	195.507	37.4891	195.762	37.3598	1.92349	-0.072386	2.41067
197.721	37.7319	2.84559	0.182487	0.0520786	197.725	37.7285	197.683	37.2395	1.81869	-0.159495	0.0953336
197.56	37.6785	2.13093	0.152646	0.0316415	197.582	37.303	197.683	37.2395	1.81869	-0.159495	0.428657
199.293	37.2967	2.1114	-0.361943	-0.306221	199.294	37.2862	199.497	37.0353	1.71212	-0.235529	0.322178
199.345	37.304	2.02277	-0.375388	-0.319957	199.356	37.3527	199.497	37.0353	1.71212	-0.235529	0.0242484
201.538	36.9864	2.9916	-0.0132109	0.113161	201.549	36.9973	201.203	36.7587	1.6057	-0.300201	0.781474
201.146	37.0258	2.15175	-0.182785	-0.0591823	200.932	37.4694	201.203	36.7587	1.6057	-0.300201	2.51654
202.961	36.458	2.55241	-0.297251	-0.0923686	202.962	36.4568	202.801	36.4212	1.50137	-0.353671	0.02282
202.829	36.4472	1.83307	-0.376305	-0.252854	202.65	37.2445	202.801	36.4212	1.50137	-0.353671	0.707442
203.988	36.1873	1.33074	-0.169693	0.0265052	203.991	36.1967	204.294	36.0343	1.40095	-0.396497	0.268526
203.879	36.1791	1.56359	-0.118964	0.0776276	203.809	36.2941	204.294	36.0343	1.40095	-0.396497	0.217957
