px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
10.3201	-4.32929	-2.39436	-2.32045	0.233116	10.3644	-4.16342	10.35	-4.15	1.81768	2.7265	1.99698
10.4493	-4.22386	-2.59925	-2.33616	0.191821	10.5985	-4.12247	10.45	-4.05	1.81792	1.81792	2.07828
10.5597	-4.06423	-2.72469	-2.29847	0.218598	10.5415	-3.9454	10.55	-3.95	1.8179	1.8179	0.927495
10.6607	-3.94309	-2.73959	-2.28153	0.224454	10.7092	-3.85166	10.65	-3.85	1.81903	1.81904	0.105565
10.7643	-3.80161	-2.80283	-2.25764	0.235977	10.7616	-3.75002	10.75	-3.75	1.81902	1.81903	0.178996
10.8033	-3.67357	-2.53	-2.18495	0.320084	10.795	-3.60617	10.8	-3.6	0.909773	2.72931	5.14459
10.883	-3.52731	-2.59783	-2.15224	0.334731	10.8527	-3.46164	10.85	-3.45	0.909764	2.72928	0.323941
10.9919	-3.4144	-2.78634	-2.17461	0.276041	10.9584	-3.30584	10.95	-3.3	1.99953	2.99928	3.35129
11.0741	-3.25142	-2.89603	-2.14115	0.295292	11.0447	-3.1561	11.05	-3.15	1.9995	2.99925	0.63866
11.1125	-3.10492	-2.71193	-2.07146	0.371955	11.1178	-2.98807	11.1	-3	0.907725	2.72317	4.00899
11.1814	-2.93703	-2.79222	-2.03576	0.386716	11.1427	-2.86566	11.15	-2.85	0.907708	2.72314	0.409247
11.2309	-2.78843	-2.75683	-1.99294	0.416222	11.1491	-2.68183	11.2	-2.7	0.908929	2.72678	0.66282
11.2892	-2.61612	-2.83368	-1.95718	0.428665	11.2525	-2.55311	11.25	-2.55	0.908929	2.72678	0.332757
11.2237	-2.44452	-2.5071	-1.7889	0.643419	11.1188	-2.36202	11.2	-2.4	-0.909276	2.72782	29.559
11.2374	-2.2935	-2.53483	-1.74224	0.653588	11.1594	-2.25598	11.15	-2.25	-0.909276	2.72782	0.406145
11.3246	-2.21565	-2.42112	-1.81479	0.485903	11.2029	-2.09837	11.25	-2.1	1.81915	2.72871	19.815
11.3599	-2.03778	-2.55181	-1.77975	0.493592	11.3525	-1.95787	11.35	-1.95	1.81913	2.72869	0.456764
11.3673	-1.88918	-2.54943	-1.72674	0.530944	11.3011	-1.79507	11.35	-1.8	0	2.73035	0.952281
11.3808	-1.72172	-2.62217	-1.68902	0.538784	11.3326	-1.67041	11.35	-1.65	0	2.73033	0.299652
11.3246	-1.56399	-2.65059	-1.5747	0.666257	11.0622	-1.44342	11.3	-1.5	-0.999165	2.99748	10.1755
11.3146	-1.40547	-2.71767	-1.53353	0.673304	11.2595	-1.35818	11.25	-1.35	-0.999155	2.99745	0.309662
11.2678	-1.23204	-2.83106	-1.44771	0.746283	11.1658	-1.23674	11.2	-1.25	-0.909822	1.81964	3.25379
11.229	-1.11048	-2.73901	-1.39812	0.754487	11.1524	-1.15803	11.15	-1.15	-0.909822	1.81964	0.485997
11.1111	-0.905439	-3.16162	-1.25622	0.911447	10.8534	-0.929069	11.05	-0.95	-1.99817	3.99632	17.5484
11.0429	-0.746967	-3.18837	-1.20184	0.919025	10.9584	-0.728742	10.95	-0.75	-1.99816	3.99632	0.400013
10.9958	-0.614277	-3.00417	-1.17199	0.882963	10.8608	-0.663121	10.9	-0.649999	-0.908549	1.8171	1.45599
10.9177	-0.496163	-2.92321	-1.11213	0.894755	10.8648	-0.553034	10.85	-0.549999	-0.908532	1.81708	0.375567
10.8169	-0.33923	-3.10398	-1.04066	0.930074	10.8451	-0.437482	10.75	-0.45	-1.8174	1.81738	1.61351
10.7157	-0.248603	-2.97693	-0.969595	0.949174	10.6542	-0.347474	10.65	-0.35	-1.8174	1.81738	0.873907
10.5422	-0.0692341	-3.55313	-0.868868	1.0086	10.5062	-0.245062	10.5	-0.25	-2.72796	1.81864	10.4997
10.4022	-0.00238985	-3.38447	-0.782264	1.00578	10.3438	-0.150982	10.35	-0.15	-2.72796	1.81864	1.68063
10.3189	0.0782011	-2.99602	-0.740446	0.979057	10.4884	-0.0812124	10.25	-0.0999996	-1.81964	0.909826	3.30772
10.1902	0.108105	-2.84514	-0.654258	1.00141	10.1537	-0.0482457	10.15	-0.0499992	-1.81963	0.909818	1.69554
10.0403	0.197111	-2.99188	-0.588267	0.998463	9.92588	0.00395802	10	9.49949e-07	-2.73049	0.910169	1.18212
9.89692	0.20774	-2.87057	-0.498527	1.01617	9.85676	0.0351738	9.85	0.0500011	-2.73047	0.910161	1.99378
9.74252	0.266589	-2.93656	-0.43242	1.00407	9.63973	0.0585714	9.7	0.0500011	-2.72439	0	0.824081
9.58959	0.246788	-2.83431	-0.337234	1.0207	9.54669	0.0374948	9.55	0.0500011	-2.72438	0	2.81548
9.43189	0.281564	-2.86817	-0.272851	1.00746	9.32242	0.112393	9.4	0.100001	-2.72773	0.90923	0.567929
9.27472	0.276235	-2.83423	-0.195502	1.01163	9.24446	0.153574	9.25	0.15	-2.7277	0.909222	0.953805
9.12381	0.291747	-2.78635	-0.134598	1.00467	9.0614	0.20077	9.1	0.2	-2.72652	0.908843	0.204983
8.96769	0.296553	-2.78611	-0.0729031	1.00191	8.94752	0.260272	8.95	0.25	-2.72653	0.908843	0.0989077
8.87405	0.282909	-2.28981	-0.00916492	1.00069	8.90199	0.247143	8.85	0.25	-1.81847	0	4.60886
8.75041	0.276821	-2.28483	0.0474434	0.995554	8.76016	0.263752	8.75	0.25	-1.81846	0	0.0149535
8.53833	0.280097	-2.99483	0.092496	0.985733	8.46355	0.258809	8.55	0.25	-3.6326	0	9.66025
8.37111	0.258669	-3.00159	0.147997	0.983453	8.35367	0.252596	8.35	0.25	-3.6326	0	0.0185325
8.21842	0.229051	-2.86485	0.205051	0.982173	8.05161	0.241868	8.2	0.25	-2.72841	0	0.757314
8.06396	0.204501	-2.86493	0.253349	0.975261	8.05411	0.247878	8.05	0.25	-2.72842	0	0.110996
7.91759	0.164481	-2.78053	0.30726	0.973372	7.78653	0.205765	7.9	0.2	-2.72708	-0.909025	0.404972
7.76859	0.120144	-2.78648	0.357882	0.96851	7.74339	0.144028	7.75	0.15	-2.72705	-0.909016	0.0650033
7.62398	0.0664055	-2.86094	0.406962	0.962959	7.77346	0.0969346	7.6	0.100001	-2.73169	-0.910554	0.440625
7.47775	0.00933456	-2.86152	0.455187	0.958206	7.45362	0.0452052	7.45	0.0500011	-2.73169	-0.910554	0.101418
7.30981	-0.0495572	-3.16004	0.487712	0.942305	7.15329	0.0425189	7.3	0.0500011	-2.99789	0	2.65753
7.17502	-0.0938719	-3.12313	0.518753	0.930253	7.16618	0.0287673	7.15	0.0500011	-2.9979	0	0.850984
7.08294	-0.16412	-2.6917	0.581015	0.946546	7.17215	-0.0469302	7.05	-0.0499995	-1.81811	-1.81813	4.72072
6.96349	-0.226542	-2.66105	0.622421	0.936865	6.95426	-0.147757	6.95	-0.15	-1.8181	-1.81811	0.356155
6.85856	-0.305306	-2.55252	0.674724	0.939545	6.83008	-0.250179	6.85	-0.25	-1.81646	-1.81646	0.347246
6.7554	-0.383958	-2.52815	0.721291	0.933914	6.76395	-0.345347	6.75	-0.35	-1.81645	-1.81645	0.0915609
6.66696	-0.472831	-2.44169	0.776209	0.938313	6.74798	-0.457727	6.65	-0.45	-1.81901	-1.819	0.25666
6.56929	-0.569702	-2.44972	0.82677	0.935602	6.54569	-0.565853	6.55	-0.549999	-1.81899	-1.81898	0.0302297
6.52699	-0.679781	-2.10326	0.91857	0.985169	6.565	-0.754748	6.5	-0.749999	-0.909789	-3.63914	5.89631
6.44996	-0.815521	-2.20383	0.98986	0.983677	6.4494	-0.940848	6.45	-0.949999	-0.909781	-3.63911	0.932261
6.39756	-0.942326	-2.20243	1.06439	0.996421	6.44213	-1.11266	6.4	-1.1	-1.0002	-3.00061	1.47263
6.33558	-1.09665	-2.35212	1.13505	1.00248	6.34405	-1.26138	6.35	-1.25	-1.0002	-3.00061	1.62073
6.28962	-1.22983	-2.4055	1.19807	1.00116	6.39474	-1.36501	6.3	-1.35	-1.00035	-2.00072	0.63868
6.24544	-1.36552	-2.4703	1.25491	0.999183	6.25356	-1.42931	6.25	-1.45	-1.00036	-2.00072	0.247056
6.23304	-1.55538	-2.59187	1.36537	1.0417	6.24787	-1.61119	6.25	-1.6	0	-2.99288	7.72716
6.21084	-1.70103	-2.64295	1.42276	1.01023	6.23547	-1.75335	6.25	-1.75	0	-2.99285	0.191396
6.22319	-1.93344	-2.96408	1.53249	1.02961	6.41111	-1.93027	6.3	-1.9	0.909739	-2.72921	8.75754
6.2435	-2.07963	-2.90137	1.59769	1.01618	6.34873	-2.05372	6.35	-2.05	0.909735	-2.72921	0.644108
6.25962	-2.20363	-2.73187	1.65077	1.00519	6.53066	-2.26346	6.35	-2.2	0	-2.72782	1.53244
6.2911	-2.34626	-2.70787	1.71346	1.0028	6.36917	-2.33894	6.35	-2.35	0	-2.72779	0.329429
6.30806	-2.47613	-2.59189	1.76361	0.994092	6.27034	-2.51837	6.35	-2.55	0	-3.63689	0.476923
6.33674	-2.64457	-2.66988	1.81591	0.98933	6.34287	-2.73391	6.35	-2.75	0	-3.63689	0.472683
6.3852	-2.83187	-2.91467	1.87189	0.988155	6.45883	-2.92313	6.4	-2.9	0.908854	-2.72658	1.16539
6.43559	-3.00219	-2.95977	1.92381	0.982617	6.43866	-3.06257	6.45	-3.05	0.908859	-2.72658	0.212262
6.48878	-3.14286	-2.85647	1.97583	0.976882	6.49154	-3.20004	6.5	-3.2	0.908863	-2.72658	0.311343
6.55048	-3.29851	-2.88348	2.02582	0.971937	6.53579	-3.34211	6.55	-3.35	0.908855	-2.72655	0.121781
6.61642	-3.42475	-2.72458	2.07863	0.967147	6.70146	-3.53446	6.6	-3.5	0.908714	-2.72613	0.809988
6.68402	-3.57269	-2.75699	2.1243	0.960405	6.64657	-3.63945	6.65	-3.65	0.908702	-2.72611	0.330975
6.75654	-3.70076	-2.68542	2.17248	0.955296	6.70956	-3.81739	6.7	-3.8	0.909565	-2.72871	0.462435
6.82609	-3.85077	-2.72668	2.2102	0.943898	6.74885	-3.96368	6.75	-3.95	0.909561	-2.72869	1.04362
6.89373	-3.95843	-2.5305	2.25486	0.936729	6.73758	-4.06653	6.8	-4.1	0.908566	-2.72568	1.44454
6.96156	-4.10344	-2.57312	2.28515	0.919622	6.85796	-4.25464	6.85	-4.25	0.908561	-2.72569	1.86285
7.0777	-4.25567	-2.89451	2.32838	0.914905	7.10395	-4.49091	6.95	-4.4	1.81821	-2.72732	2.57034
7.16327	-4.40747	-2.92383	2.35402	0.893178	7.04679	-4.55716	7.05	-4.55	1.81822	-2.72732	1.99565
7.24594	-4.51068	-2.69802	2.39245	0.882192	7.02393	-4.64459	7.1	-4.7	0.91085	-2.73253	2.06163
7.31368	-4.66132	-2.71909	2.40185	0.845399	7.13435	-4.85502	7.15	-4.85	0.910837	-2.73251	3.89091
7.38296	-4.7463	-2.46993	2.43288	0.833109	7.24619	-4.97656	7.2	-4.95	1.00033	-2.00068	2.49589
7.43458	-4.87203	-2.47592	2.43484	0.79418	7.25317	-5.04605	7.25	-5.05	1.00033	-2.00066	3.52661
7.55313	-5.00099	-2.94462	2.45902	0.780481	7.22054	-5.09604	7.35	-5.2	1.9976	-2.9964	6.77926
7.62168	-5.14777	-2.95035	2.45013	0.731384	7.43604	-5.34825	7.45	-5.35	1.9976	-2.9964	4.20944
7.68266	-5.22217	-2.40906	2.47634	0.715248	7.40989	-5.38617	7.5	-5.45	0.908252	-1.8165	7.61154
7.7378	-5.36349	-2.41207	2.46102	0.658279	7.55662	-5.56714	7.55	-5.55	0.908244	-1.81648	4.26732
7.84355	-5.47764	-2.69047	2.47938	0.64075	7.39379	-5.52612	7.65	-5.7	1.81785	-2.72677	4.29257
7.91477	-5.6324	-2.70025	2.45693	0.580414	7.76459	-5.8425	7.75	-5.85	1.81785	-2.72677	3.89297
7.97509	-5.71029	-2.23221	2.47179	0.561419	7.84699	-6.00602	7.8	-5.95	0.909078	-1.81815	5.68648
8.02097	-5.8502	-2.2339	2.4415	0.498238	7.85921	-6.04502	7.85	-6.05	0.909073	-1.81815	3.78433
8.1373	-5.97128	-2.62246	2.45373	0.483569	7.89511	-6.1416	7.95	-6.2	1.8197	-2.72955	4.03997
8.19894	-6.1368	-2.6381	2.41181	0.413446	8.05619	-6.36041	8.05	-6.35	1.81969	-2.72953	4.20167
8.32041	-6.26682	-2.86738	2.42073	0.39997	8.2234	-6.53735	8.15	-6.5	1.8187	-2.72807	1.86375
8.38778	-6.44485	-2.88539	2.37382	0.329749	8.25446	-6.64851	8.25	-6.65	1.81869	-2.72804	3.62454
8.44539	-6.53547	-2.40225	2.37174	0.306935	8.32206	-6.77114	8.3	-6.75	0.908979	-1.81795	5.43957
8.48225	-6.69025	-2.40366	2.32373	0.24173	8.31728	-6.8399	8.35	-6.85	0.908979	-1.81795	3.05822
8.56121	-6.80126	-2.45902	2.32306	0.228115	8.2713	-6.91098	8.4	-7	0.909094	-2.72732	1.08099
8.5956	-6.97267	-2.48014	2.265	0.158192	8.44183	-7.15372	8.45	-7.15	0.909102	-2.72732	3.4976
8.70551	-7.11494	-2.83762	2.26895	0.155933	8.54154	-7.25975	8.55	-7.3	1.81751	-2.72628	2.95122
8.76078	-7.30119	-2.87616	2.21765	0.0968617	8.65899	-7.4699	8.65	-7.45	1.81752	-2.72628	2.43549
8.8149	-7.41097	-2.47016	2.20228	0.0723939	8.83598	-7.68162	8.7	-7.55	0.908615	-1.81723	4.34367
8.85982	-7.55849	-2.48707	2.16789	0.0347215	8.76769	-7.64094	8.75	-7.65	0.908607	-1.81721	0.963493
8.95939	-7.70608	-2.86491	2.17144	0.0395298	8.77916	-7.72457	8.85	-7.8	1.8215	-2.73224	3.25746
9.02037	-7.87078	-2.88973	2.14118	0.00775233	8.95669	-7.95155	8.95	-7.95	1.82148	-2.73221	0.675359
9.10148	-8.0091	-2.95836	2.13629	0.00312626	9.1081	-8.22433	9	-8.1	0.999025	-2.99707	0.512238
9.14518	-8.16949	-2.98013	2.10045	-0.0323564	9.05476	-8.24211	9.05	-8.25	0.999015	-2.99704	0.854605
9.17578	-8.27161	-2.42891	2.07536	-0.0625425	9.13825	-8.4037	9.1	-8.35	0.908285	-1.81657	7.13303
9.21323	-8.41084	-2.44165	2.04714	-0.0868623	9.14025	-8.44981	9.15	-8.45	0.908268	-1.81655	0.429166
9.28328	-8.54823	-2.60967	2.04315	-0.0843554	9.22081	-8.59155	9.2	-8.6	0.91012	-2.73036	0.620309
9.3202	-8.70369	-2.6332	2.01074	-0.111522	9.25031	-8.76071	9.25	-8.75	0.910112	-2.73033	0.518141
9.3826	-8.84525	-2.71054	2.00289	-0.112207	9.30208	-8.90831	9.3	-8.9	0.909524	-2.72856	0.189118
9.41681	-9.00383	-2.72992	1.97116	-0.137248	9.34431	-9.04587	9.35	-9.05	0.909524	-2.72856	0.444001
9.47819	-9.14734	-2.89432	1.9671	-0.131919	9.39993	-9.18842	9.4	-9.2	0.999066	-2.99725	0.652613
9.50672	-9.30965	-2.92706	1.93364	-0.158412	9.4452	-9.37195	9.45	-9.35	0.999075	-2.99724	0.493089
9.55666	-9.4573	-2.89217	1.92118	-0.162741	9.48751	-9.46421	9.5	-9.5	0.909706	-2.7291	0.0698545
9.59296	-9.62139	-2.90922	1.89661	-0.178208	9.55098	-9.64789	9.55	-9.65	0.909706	-2.7291	0.159086
9.63971	-9.76433	-2.96513	1.88833	-0.176476	9.57122	-9.75525	9.6	-9.8	1.00048	-3.00143	0.123114
9.66767	-9.91869	-2.98171	1.86453	-0.191348	9.62408	-9.94149	9.65	-9.95	1.00046	-3.00141	0.154911
9.69325	-10.0405	-2.80018	1.84604	-0.203697	9.61433	-9.96417	9.7	-10.05	0.998785	-1.99755	0.932579
9.73584	-10.1679	-2.78885	1.84151	-0.198014	9.7457	-10.1502	9.75	-10.15	0.998775	-1.99754	0.0265569
9.75468	-10.2826	-2.45531	1.81778	-0.216981	9.77731	-10.3295	9.75	-10.3	0	-2.72851	2.75693
9.77869	-10.424	-2.47274	1.79793	-0.224905	9.76557	-10.4501	9.75	-10.45	0	-2.72849	0.0547682
9.8255	-10.5904	-2.73926	1.7941	-0.212374	9.89592	-10.7137	9.8	-10.6	0.909012	-2.72704	1.68986
9.85466	-10.7418	-2.7472	1.77933	-0.215469	9.85066	-10.7537	9.85	-10.75	0.909012	-2.72703	0.00995427
9.86969	-10.8605	-2.58054	1.75898	-0.228699	9.84397	-10.9287	9.85	-10.9	0	-3.00318	0.735264
9.8794	-11.0052	-2.6121	1.73437	-0.241908	9.85693	-11.0512	9.85	-11.05	0	-3.00316	0.167091
9.89727	-11.1365	-2.66718	1.72238	-0.240148	9.74773	-11.0482	9.85	-11.2	0	-3.00013	0.43404
9.89256	-11.2945	-2.71374	1.68867	-0.261843	9.84407	-11.3565	9.85	-11.35	0	-3.00012	0.399004
9.90912	-11.4409	-2.81355	1.67795	-0.256862	9.79495	-11.4686	9.85	-11.5	0	-2.99592	0.354996
9.89779	-11.6026	-2.85424	1.64386	-0.278041	9.83943	-11.6467	9.85	-11.65	0	-2.99592	0.345683
9.85935	-11.6876	-2.19467	1.58288	-0.3423	9.76634	-11.6976	9.8	-11.75	-0.908731	-1.81746	11.8538
9.82862	-11.8272	-2.23429	1.54005	-0.365874	9.74774	-11.8511	9.75	-11.85	-0.908731	-1.81746	0.446585
9.81929	-11.9507	-2.18961	1.51442	-0.373007	9.7856	-12.1262	9.7	-12	-0.909591	-2.72875	0.335244
9.76458	-12.1019	-2.26018	1.45738	-0.408601	9.64482	-12.1455	9.65	-12.15	-0.909582	-2.72873	1.02949
9.74242	-12.228	-2.27082	1.4302	-0.413034	9.57233	-12.2948	9.6	-12.3	-0.908879	-2.72667	0.177809
9.67206	-12.3914	-2.37065	1.36738	-0.452035	9.55167	-12.4583	9.55	-12.45	-0.908879	-2.72665	1.23637
9.60856	-12.4634	-1.92124	1.292	-0.518803	9.37132	-12.4833	9.45	-12.55	-1.82006	-1.82006	6.72685
9.51568	-12.6041	-2.03867	1.21736	-0.563095	9.359	-12.6499	9.35	-12.65	-1.82005	-1.82005	1.69789
9.44105	-12.6348	-1.52698	1.121	-0.652897	9.16109	-12.6848	9.2	-12.75	-3.00047	-2.00033	12.0389
9.30247	-12.7677	-1.74727	1.01443	-0.723003	9.028	-12.8337	9.05	-12.85	-3.00048	-2.00033	5.00088
9.21672	-12.8133	-1.49311	0.914249	-0.799736	8.85918	-12.7953	8.95	-12.9	-1.81543	-0.907707	6.81983
9.07402	-12.9305	-1.71444	0.81187	-0.854127	8.84257	-12.9684	8.85	-12.95	-1.81542	-0.907708	3.46983
8.9846	-12.9918	-1.69196	0.734073	-0.891233	8.66865	-13.0114	8.7	-13.05	-2.73134	-1.82089	1.34915
8.80536	-13.1123	-1.99255	0.628339	-0.942873	8.55319	-13.1445	8.55	-13.15	-2.73135	-1.82089	4.1771
8.60117	-13.1423	-2.06678	0.397501	-1.14027	8.27267	-12.996	8.4	-13.15	-2.99683	0	26.9404
8.43696	-13.1977	-2.242	0.30934	-1.03853	8.25965	-13.1488	8.25	-13.15	-2.9968	0	1.99903
8.32582	-13.2241	-2.18587	0.258643	-1.02677	8.04571	-13.0646	8.1	-13.2	-2.72707	-0.909028	1.27934
8.13423	-13.2742	-2.39352	0.18665	-1.01765	7.95841	-13.2508	7.95	-13.25	-2.72705	-0.90902	1.9595
7.96476	-13.2991	-2.57118	0.113006	-1.01255	7.86599	-13.4154	7.8	-13.25	-2.7295	0	1.16911
7.76787	-13.3155	-2.71496	0.0480333	-1.00526	7.62489	-13.249	7.65	-13.25	-2.7295	0	1.45138
7.62592	-13.3179	-2.73243	-0.00383763	-1.00052	7.50783	-13.2944	7.5	-13.25	-2.99994	0	0.114927
7.44975	-13.3125	-2.82902	-0.0584357	-0.996152	7.3419	-13.2474	7.35	-13.25	-2.99994	0	0.901432
7.2475	-13.2868	-3.09761	-0.126473	-0.996747	7.19781	-13.1973	7.2	-13.2	-2.72698	0.908995	2.09981
7.07688	-13.2441	-3.09693	-0.190326	-0.992242	7.04935	-13.1606	7.05	-13.15	-2.72695	0.908987	0.409947
6.92522	-13.2067	-2.97144	-0.24473	-0.985192	6.79473	-13.0433	6.85	-13.15	-3.63709	0	0.912079
6.7322	-13.1697	-3.05511	-0.293275	-0.979605	6.65123	-13.1604	6.65	-13.15	-3.63709	0	0.421175
6.57789	-13.1232	-3.11349	-0.341171	-0.976873	6.54114	-13.2079	6.5	-13.1	-3.0006	1.00018	0.133498
6.41079	-13.0669	-3.16123	-0.387972	-0.972743	6.35317	-13.0396	6.35	-13.05	-3.0006	1.00019	0.237784
6.36324	-13.05	-2.28307	-0.430484	-0.951932	6.27012	-13.1139	6.25	-13.05	-1.81729	0	17.1186
6.21805	-13.0081	-2.34423	-0.472102	-0.947889	6.14459	-13.0471	6.15	-13.05	-1.81729	0	0.436315
6.05053	-12.927	-2.74756	-0.522064	-0.951765	5.99498	-12.9442	6	-12.95	-2.72861	1.81906	3.074
5.9061	-12.8489	-2.7769	-0.571206	-0.94825	5.86379	-12.8408	5.85	-12.85	-2.72861	1.81907	0.111639
5.80239	-12.7829	-2.65955	-0.616063	-0.944009	5.73761	-12.8672	5.7	-12.8	-2.99988	0.999964	0.376803
5.65764	-12.7143	-2.71674	-0.650103	-0.935785	5.55118	-12.7486	5.55	-12.75	-2.99985	0.999954	0.752203
5.5823	-12.6586	-2.38378	-0.692651	-0.927776	5.45236	-12.7392	5.45	-12.7	-2.00001	1	2.72945
5.45799	-12.5929	-2.42744	-0.724596	-0.917665	5.35556	-12.6423	5.35	-12.65	-1.99998	0.999994	0.758302
5.34955	-12.4993	-2.59258	-0.769141	-0.918676	5.26451	-12.5511	5.25	-12.55	-1.99732	1.99733	0.665802
5.22984	-12.4134	-2.62844	-0.803215	-0.908842	5.13769	-12.4355	5.15	-12.45	-1.9973	1.9973	0.522286
5.13539	-12.3194	-2.59684	-0.849441	-0.906272	5.1317	-12.5744	5.05	-12.35	-1.8206	1.82059	0.708265
5.02013	-12.2172	-2.62178	-0.887136	-0.89535	4.94432	-12.2438	4.95	-12.25	-1.82058	1.82058	0.375182
4.89822	-12.071	-3.1255	-0.931454	-0.899968	4.89215	-12.1623	4.85	-12.1	-1.9998	2.99969	5.52513
4.79419	-11.9472	-3.13846	-0.968938	-0.892594	4.75047	-11.9578	4.75	-11.95	-1.9998	2.9997	0.118126
4.73181	-11.8505	-2.76612	-1.0117	-0.887117	4.6421	-11.7788	4.7	-11.85	-1.00002	2.00003	3.41225
4.65555	-11.7358	-2.76729	-1.05179	-0.882921	4.63967	-11.7513	4.65	-11.75	-1.00001	2.00002	0.0284672
4.57085	-11.5904	-3.0305	-1.09335	-0.881321	4.58347	-11.632	4.6	-11.6	-0.998955	2.99688	1.6397
4.51915	-11.4532	-3.01742	-1.14617	-0.890549	4.56619	-11.4576	4.55	-11.45	-0.99896	2.99689	0.130141
4.45401	-11.3007	-3.12515	-1.191	-0.890728	4.46846	-11.2092	4.5	-11.3	-1.00106	3.00319	0.340647
4.41508	-11.1505	-3.11922	-1.24613	-0.901894	4.46017	-11.1425	4.45	-11.15	-1.00106	3.00319	0.125986
4.40889	-11.0492	-2.49845	-1.31345	-0.922658	4.43672	-11.0976	4.45	-11.05	0	1.8168	8.34802
4.39144	-10.9201	-2.48213	-1.37173	-0.927179	4.43803	-10.9525	4.45	-10.95	0	1.81679	0.178498
4.36201	-10.7768	-2.66008	-1.41502	-0.920431	4.40556	-10.7068	4.45	-10.8	0	3.00139	0.73714
4.37147	-10.6438	-2.6528	-1.47897	-0.938077	4.45507	-10.6618	4.45	-10.65	0	3.00138	0.423752
4.39182	-10.5531	-2.25057	-1.54842	-0.959012	4.44716	-10.5583	4.45	-10.55	0	2.00041	4.11619
4.40663	-10.4384	-2.25365	-1.60662	-0.957976	4.45187	-10.4417	4.45	-10.45	0	2.00038	0.120179
4.41117	-10.3088	-2.37617	-1.65201	-0.949631	4.45602	-10.2142	4.5	-10.3	0.999584	2.99875	0.46844
4.45736	-10.1742	-2.4128	-1.72512	-0.971085	4.55349	-10.1343	4.55	-10.15	0.999574	2.99871	0.654534
4.47204	-10.015	-2.6749	-1.76364	-0.947448	4.56608	-10.005	4.55	-10	0	2.72717	1.96719
4.51951	-9.86281	-2.6997	-1.82688	-0.956567	4.55922	-9.84124	4.55	-9.85	0	2.72714	0.126469
4.57182	-9.72551	-2.62502	-1.89117	-0.964918	4.62339	-9.6559	4.65	-9.7	1.8193	2.72895	0.311308
4.65621	-9.57106	-2.69082	-1.96719	-0.978063	4.7439	-9.53522	4.75	-9.55	1.81929	2.72894	0.566278
4.69325	-9.4078	-2.99535	-1.98504	-0.940005	4.74852	-9.27389	4.8	-9.4	1.00006	3.00019	3.60579
4.78198	-9.25987	-3.04751	-2.04661	-0.951323	4.8446	-9.24095	4.85	-9.25	1.00005	3.00015	0.270603
4.89714	-9.16006	-2.78482	-2.14415	-0.999083	4.98605	-9.20516	4.95	-9.15	2.00004	2.00005	4.78331
4.98923	-9.0387	-2.81656	-2.20086	-0.987314	5.02283	-9.03066	5.05	-9.05	2.00004	2.00004	0.0756149
5.03075	-8.89708	-3.05803	-2.1939	-0.932899	5.12819	-8.95913	5.1	-8.9	0.999704	2.99911	8.45916
5.13145	-8.76427	-3.09438	-2.24287	-0.934559	5.14109	-8.73073	5.15	-8.75	0.999689	2.99907	0.0742586
5.26017	-8.65298	-3.01603	-2.31628	-0.95438	5.33883	-8.81618	5.25	-8.65	1.81848	1.81849	1.2758
5.36955	-8.54308	-2.9871	-2.36791	-0.952565	5.36408	-8.56805	5.35	-8.55	1.81846	1.81846	0.0401674
5.41218	-8.41513	-3.0559	-2.35305	-0.884552	5.38848	-8.31037	5.45	-8.4	2.00068	3.00103	9.72565
5.53212	-8.29476	-3.10451	-2.39723	-0.884496	5.53874	-8.25196	5.55	-8.25	2.00066	3.00099	0.114147
5.64445	-8.18457	-3.11526	-2.43677	-0.880167	5.56632	-8.04704	5.65	-8.15	1.99952	1.99953	0.30546
5.76332	-8.08035	-3.12306	-2.47828	-0.878361	5.7459	-8.05196	5.75	-8.05	1.9995	1.9995	0.0584564
5.81185	-7.97514	-2.99806	-2.46487	-0.798923	5.78426	-7.91676	5.8	-7.95	0.999944	1.99989	9.26512
5.90915	-7.89104	-2.93924	-2.50062	-0.796174	5.84978	-7.88144	5.85	-7.85	0.999939	1.99988	0.213853
5.9853	-7.79563	-2.8504	-2.50714	-0.746424	5.92249	-7.69769	5.95	-7.75	1.99772	1.99772	3.47176
6.09193	-7.70393	-2.84567	-2.53833	-0.741559	6.04031	-7.64732	6.05	-7.65	1.99771	1.9977	0.306589
6.17972	-7.6123	-2.71564	-2.54781	-0.690942	6.16773	-7.55437	6.15	-7.55	1.8199	1.8199	3.15231
6.29493	-7.51929	-2.71332	-2.57838	-0.684645	6.23866	-7.45306	6.25	-7.45	1.8199	1.81991	0.395193
6.4139	-7.43537	-2.75289	-2.61048	-0.686196	6.25322	-7.17734	6.4	-7.35	2.99605	1.99736	1.13305
6.55097	-7.33761	-2.83866	-2.63613	-0.677201	6.55461	-7.24907	6.55	-7.25	2.99605	1.99736	0.469599
6.67897	-7.26299	-2.7979	-2.6666	-0.666217	6.67172	-7.23041	6.65	-7.2	1.8206	0.910303	0.128105
6.80187	-7.1926	-2.76748	-2.69866	-0.662542	6.74664	-7.15616	6.75	-7.15	1.8206	0.910298	0.234813
6.83777	-7.13298	-2.32797	-2.68091	-0.577181	6.79888	-6.99594	6.85	-7.05	1.99848	1.99848	8.88373
